model,review_raw,review_clean,rating_num,sentiment,predicted_sentiment,review_length_words,question_count,exclamation_count,encoding_issue_flag,duplicate_text_flag
SGD Classifier,I go to this McDonalds a couple times a week I am addicted to the sweet tea lol this is the only McDonalds I will get sweet tea at as I have never gotten a bad one here trust me you can tell if a place cleans there ice tea bins because the tea will taste bad that never happens here. Their food is really good also.,i go to this mcdonalds a couple times a week i am addicted to the sweet tea lol this is the only mcdonalds i will get sweet tea at as i have never gotten a bad one here trust me you can tell if a place cleans there ice tea bins because the tea will taste bad that never happens here their food is really good also,5.0,positive,negative,67,0,0,0,0
SGD Classifier,Ok not too bad. Better than last time .,ok not too bad better than last time,3.0,neutral,negative,8,0,0,0,0
SGD Classifier,No roaches and clean bathrooms,no roaches and clean bathrooms,5.0,positive,negative,5,0,0,0,0
SGD Classifier,Food ok,food ok,5.0,positive,neutral,2,0,0,0,1
SGD Classifier,It's McDonald's. What do you expect?,it's mcdonald's what do you expect,2.0,negative,neutral,6,1,0,0,1
SGD Classifier,Fast and its ok.,fast and its ok,3.0,neutral,positive,4,0,0,0,0
SGD Classifier,"Just a plain, dry ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",just a plain dry,5.0,positive,neutral,4,0,0,0,0
SGD Classifier,No good deala,no good deala,3.0,neutral,negative,3,0,0,0,0
SGD Classifier,mid,mid,1.0,negative,neutral,1,0,0,0,1
SGD Classifier,Slow very slow,slow very slow,3.0,neutral,negative,3,0,0,0,1
SGD Classifier,McDonald's,mcdonald's,3.0,neutral,positive,1,0,0,0,1
SGD Classifier,"Very slow, waited over 20 minutes for a Big Mac and medium fries.",very slow waited over minutes for a big mac and medium fries,3.0,neutral,negative,12,0,0,0,1
SGD Classifier,"When the order is correct, the quality is fine. But I never get an order completely correct, especially if it's a McCafe drink. I would let it go, everyone makes mistakes, but it's constant and employees as a manager have had a terrible attitude about fixing it. If there were another one to go to instead, I would.",when the order is correct the quality is fine but i never get an order completely correct especially if it's a mccafe drink i would let it go everyone makes mistakes but it's constant and employees as a manager have had a terrible attitude about fixing it if there were another one to go to instead i would,3.0,neutral,negative,58,0,0,0,1
SGD Classifier,"The food was McDonald's typical. I like the new design, but as many of them I've been to lately are, it was just filthy. I was there for over an hour and a half letting my kids eat and play and not once did I see anyone clean a table or anything off the floor. It would also be helpful for there to be napkins in the play area so you could clean up messes without leaving your kids or taking the whole crew with you.",the food was mcdonald's typical i like the new design but as many of them i've been to lately are it was just filthy i was there for over an hour and a half letting my kids eat and play and not once did i see anyone clean a table or anything off the floor it would also be helpful for there to be napkins in the play area so you could clean up messes without leaving your kids or taking the whole crew with you,3.0,neutral,negative,86,0,0,0,1
SGD Classifier,They were wicked fast and very friendly! I had actually stopped going to any McDonalds because of bad experiences elsewhere with really dry nuggets. Did not regret getting food there today.,they were wicked fast and very friendly i had actually stopped going to any mcdonalds because of bad experiences elsewhere with really dry nuggets did not regret getting food there today,5.0,positive,negative,31,0,1,0,1
SGD Classifier,Manager waited on lacked enthusiasm. Team member stocking lids napkins and straws didn't bother stepping aside for customers to get their articles needed.,manager waited on lacked enthusiasm team member stocking lids napkins and straws didn't bother stepping aside for customers to get their articles needed,3.0,neutral,negative,23,0,0,0,1
SGD Classifier,How do you miss a patty on a big mac? -_- First time going there too.,how do you miss a patty on a big mac first time going there too,2.0,negative,positive,15,1,0,0,1
SGD Classifier,Went for the kids play area. It smelt musty and like mildew. Kinda gross. But the  again it's McDonalds so my expectations weren't super high.,went for the kids play area it smelt musty and like mildew kinda gross but the again it's mcdonalds so my expectations weren't super high,3.0,neutral,negative,25,0,0,0,0
SGD Classifier,Only ever had one order correct and they are pretty slow for never being busy.,only ever had one order correct and they are pretty slow for never being busy,3.0,neutral,negative,15,0,0,0,0
SGD Classifier,Getting better but better check your order,getting better but better check your order,4.0,positive,neutral,7,0,0,0,0
SGD Classifier,"Fraco and other workers work hard to get paid,i saw them today running around getting orders-10/23/18",fraco and other workers work hard to get paid i saw them today running around getting orders,4.0,positive,negative,17,0,0,0,0
SGD Classifier,"Good service hot fresh food,  fast counter service",good service hot fresh food fast counter service,3.0,neutral,positive,8,0,0,0,0
SGD Classifier,It was ok but the food was cold,it was ok but the food was cold,5.0,positive,neutral,8,0,0,0,0
SGD Classifier,"Got order confused, but no harm, just had to clarify.",got order confused but no harm just had to clarify,4.0,positive,neutral,10,0,0,0,0
SGD Classifier,Great Salads Except For Stale Boiled Egg.,great salads except for stale boiled egg,1.0,negative,positive,7,0,0,0,0
SGD Classifier,Poop on urinal,poop on urinal,5.0,positive,negative,3,0,0,0,0
SGD Classifier,Chicken nugget,chicken nugget,4.0,positive,negative,2,0,0,0,0
SGD Classifier,It's my local McDonald's so I wish I could rate it higher especially considering they added modern stuff like the DIY menu boards and the 2nd drive thru lane. But what's the point of a second drive thru lane if your employees just ignore it like what happened tonight. Also while they have security inside the pan handlers in the drive thru lanes at night are out of control. Food wise things take a long time usually but it's your normal McDonald's type food except they don't salt their fries well.,it's my local mcdonald's so i wish i could rate it higher especially considering they added modern stuff like the diy menu boards and the nd drive thru lane but what's the point of a second drive thru lane if your employees just ignore it like what happened tonight also while they have security inside the pan handlers in the drive thru lanes at night are out of control food wise things take a long time usually but it's your normal mcdonald's type food except they don't salt their fries well,2.0,negative,neutral,91,0,0,0,1
SGD Classifier,the workers close the drive through around 3-4 so donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,the workers close the drive through around so don,1.0,negative,neutral,9,0,0,0,1
SGD Classifier,The food and workers are great. It's the people outside begging that really... You know..... ï¿½ï¿½ï¿,the food and workers are great it's the people outside begging that really you know,2.0,negative,neutral,15,0,0,0,0
SGD Classifier,Just watched one of the workers eat some of my french fries before he put it on my tray canï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,just watched one of the workers eat some of my french fries before he put it on my tray can,1.0,negative,positive,20,0,0,0,0
SGD Classifier,Trash food. That's exactly why I don't eat fast food.,trash food that's exactly why i don't eat fast food,1.0,negative,neutral,10,0,0,0,0
SGD Classifier,Sometimes the cashiers attitudes are horrible,sometimes the cashiers attitudes are horrible,3.0,neutral,negative,6,0,0,0,0
SGD Classifier,it's okï¿½ï¿½ï¿,it's ok,4.0,positive,neutral,2,0,0,0,1
SGD Classifier,Milkshakes be off the hook,milkshakes be off the hook,5.0,positive,negative,5,0,0,0,0
SGD Classifier,it's ok,it's ok,4.0,positive,neutral,2,0,0,0,1
SGD Classifier,Pancakes delicious,pancakes delicious,2.0,negative,positive,2,0,0,0,0
SGD Classifier,Same old same,same old same,5.0,positive,neutral,3,0,0,0,0
SGD Classifier,McDonalds is good.,mcdonalds is good,3.0,neutral,positive,3,0,0,0,0
SGD Classifier,Good place for breakfast,good place for breakfast,1.0,negative,positive,4,0,0,0,0
